year,state,municipality_id,pct_mayor_R,pct_mayor_C,pct_mayor_L,pct_mayor_IDK,treated_hybrid_2016,treat_hybrid2016_x_2016,election,spec,pct_vereador_R,pct_vereador_C,pct_vereador_L,pct_vereador_IDK
2016,RO,1100254,0.0,0.5342096393663633,0.46579036063363666,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RO,1100288,0.8055628052645315,0.0340032064427128,0.16043398829275568,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RO,1100288,0.26296687646437267,0.7370331235356273,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RO,1100296,0.0,0.7396439273752864,0.26035607262471355,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RO,1100296,1.0,0.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RO,1100304,0.8582598060627239,0.14174019393727613,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RO,1100304,0.0,0.9779983945217149,0.022001605478285086,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RO,1100320,0.0904156064461408,0.3734520780322307,0.5361323155216285,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RO,1100320,0.6356228172293364,0.0,0.36437718277066355,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RO,1100346,0.7694713794182045,0.23052862058179543,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RO,1100346,0.3877068557919622,0.6122931442080378,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RO,1100379,0.4170461013090495,0.40466704610130905,0.17828685258964144,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RO,1100379,0.0,1.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RO,1100502,0.0,0.5279754204398448,0.47202457956015526,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RO,1100502,0.0,1.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RO,1100924,0.0,1.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RO,1100924,0.5834545832467263,0.4165454167532737,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RO,1101005,0.48210170533108004,0.51789829466892,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RO,1101005,0.17817633255112303,0.8218236674488769,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RO,1101203,0.20467736428815295,0.795322635711847,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RO,1101203,0.0,0.5677092749954801,0.43229072500452,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RO,1101302,0.0,1.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RO,1101302,0.09021177255294313,0.9097882274470569,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RO,1101435,0.5597706219673577,0.4402293780326423,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RO,1101435,0.357057843370626,0.4920257081647227,0.15091644846465127,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RO,1101450,0.0,1.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RO,1101450,0.0,1.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RO,1101468,0.0,1.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RO,1101468,0.0,1.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RO,1101484,0.0,1.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RO,1101484,0.0,1.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RO,1101492,0.9203302834188797,0.07966971658112029,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RO,1101492,0.0,0.8288310718287066,0.17116892817129342,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RO,1101500,0.0,1.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RO,1101500,0.2886047491920753,0.7113952508079247,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RO,1101559,0.5342019543973942,0.0,0.46579804560260585,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RO,1101559,0.37445072190834905,0.0,0.625549278091651,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RO,1101609,0.0,0.7704112952731738,0.22958870472682627,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RO,1101609,0.0,1.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RO,1101708,0.3761467889908257,0.6238532110091743,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RO,1101708,1.0,0.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RO,1101807,0.4044615103309563,0.5955384896690437,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RO,1101807,0.47593020811435777,0.5240697918856422,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AC,1200013,0.49765452538631344,0.18032560706401765,0.3220198675496689,0.0,1,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AC,1200013,0.2516390012554052,0.7483609987445948,0.0,0.0,1,1,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AC,1200104,0.032517807370703006,0.5369309383710127,0.4305512542582843,0.0,1,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AC,1200104,0.0,0.4685941396508728,0.5314058603491272,0.0,1,1,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AC,1200179,0.2703216879972328,0.38256658595641646,0.34711172604635077,0.0,1,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AC,1200179,0.8084484159220147,0.08139723801787165,0.11015434606011373,0.0,1,1,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AC,1200203,0.0,1.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AC,1200203,0.0,1.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AC,1200252,0.04528254288597376,0.6553985872855701,0.2993188698284561,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AC,1200252,0.17922017817887306,0.4706699062825408,0.3501099155385861,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AC,1200302,0.25891309263586343,0.2893645888294264,0.4517223185347102,0.0,1,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AC,1200302,0.46960257787325455,0.2058718224131758,0.32452559971356965,0.0,1,1,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AC,1200328,0.0,0.5130568356374808,0.4869431643625192,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AC,1200328,0.0,0.44816236972024137,0.5518376302797586,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AC,1200336,0.2589476179189381,0.37319269969187013,0.36785968238919176,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AC,1200336,0.4365461007735731,0.0,0.563453899226427,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AC,1200344,0.6675263271007952,0.3324736728992048,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AC,1200344,0.21768982229402262,0.43760096930533116,0.3447092084006462,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AC,1200351,0.0,0.390625,0.609375,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AC,1200351,0.0,0.5651573716178907,0.43484262838210935,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AC,1200385,0.0,1.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AC,1200385,0.23212180746561886,0.47779960707269153,0.2900785854616896,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AC,1200393,0.0,0.6338281601439496,0.3661718398560504,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AC,1200393,0.0,0.6729806226866971,0.32701937731330283,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AC,1200427,0.0,0.4674668351231838,0.5325331648768161,0.0,1,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AC,1200427,0.37133129842686075,0.5878140408546607,0.040854660718478514,0.0,1,1,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AC,1200435,0.0,0.5198279980888677,0.48017200191113235,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AC,1200435,0.6978090119884249,0.0,0.302190988011575,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AC,1200500,0.48686252198200064,0.5131374780179994,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AC,1200500,0.04463716987603508,0.955362830123965,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AC,1200609,0.4873679659027735,0.0,0.5126320340972265,0.0,1,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AC,1200609,0.577054125006982,0.0,0.42294587499301795,0.0,1,1,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1300029,0.4692393736017897,0.5307606263982103,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1300029,0.684870188003581,0.315129811996419,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1300060,0.0,0.4774980930587338,0.5225019069412662,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1300060,0.4407315421088282,0.5592684578911719,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1300086,0.5713739728645136,0.0,0.4286260271354863,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1300086,0.4967325808367988,0.4908766867521005,0.012390732411100738,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1300102,0.6650013502565487,0.3349986497434513,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1300102,0.0,1.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1300144,0.3521858317703073,0.3263598326359833,0.3214543355937094,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1300144,0.9581537606005839,0.025163353260114,0.0166828861393021,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1300201,0.3511092150170648,0.5885238907849829,0.06036689419795222,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1300201,0.0,0.8032478632478632,0.19675213675213676,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1300409,0.0,0.5436816235928333,0.45631837640716666,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1300409,0.32098765432098764,0.6455418381344308,0.03347050754458162,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1300508,0.4464601059560122,0.5535398940439878,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1300508,0.4291305563321219,0.5708694436678781,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1300607,0.9879535350638176,0.012046464936182418,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1300607,0.9521113930639599,0.04788860693604008,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1300631,0.548717316230883,0.0,0.4512826837691169,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1300631,0.33055555555555555,0.6532051282051282,0.01623931623931624,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1300680,0.004707266843189173,0.7071197411003236,0.2881729920564872,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1300680,0.5730231465162731,0.42697685348372694,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1300706,0.7073282793475764,0.29267172065242364,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1300706,0.381395959065862,0.618604040934138,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1300805,1.0,0.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1300805,0.604639371276461,0.3953606287235391,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1300839,0.7125844294347672,0.28741557056523287,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1300839,0.7516906010181598,0.2483093989818403,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1300904,1.0,0.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1300904,1.0,0.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1301001,0.5319559450116569,0.4680440549883431,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1301001,0.4128586609989373,0.5384089873994231,0.04873235160163959,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1301209,0.9991269573053959,0.0,0.0008730426946040329,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1301209,0.9686559098278391,0.03134409017216089,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1301308,0.44700074515648286,0.1612332339791356,0.3917660208643815,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1301308,0.6671670787707524,0.3328329212292476,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1301407,0.3778685480876346,0.6221314519123654,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1301407,0.636390165608813,0.363609834391187,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1301506,0.0,1.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1301506,0.540193351873924,0.459806648126076,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1301605,0.3993008351136143,0.3581277918042338,0.24257137308215188,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1301605,0.46570272828987,0.53429727171013,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1301654,0.0,0.8505180069067587,0.14948199309324126,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1301654,0.6869806094182825,0.31301939058171746,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1301704,0.3586275982970198,0.6275982970197846,0.013774104683195593,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1301704,0.5719931982168298,0.4127947056390459,0.015212096144124271,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1301803,1.0,0.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1301803,0.4259826782145236,0.5740173217854764,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1301951,0.36323658751099386,0.6367634124890061,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1301951,0.5041224970553593,0.4958775029446408,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1302009,0.4847463639588507,0.5152536360411494,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1302009,0.9812916870017895,0.01870831299821051,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1302108,0.3287101248266297,0.07385575589459084,0.5974341192787794,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1302108,0.46719012899607404,0.532809871003926,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1302207,1.0,0.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1302207,0.48098974049487025,0.5190102595051298,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1302306,0.0,0.9099763095551461,0.09002369044485391,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1302306,0.47835304619504576,0.5216469538049543,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1302405,0.38394121216207105,0.548034787298591,0.06802400053933796,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1302405,0.2831067472306143,0.7168932527693856,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1302553,0.5240878855069543,0.47591211449304577,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1302553,0.35274960454080206,0.6291057969665953,0.018144598492602585,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1302702,0.514418207984649,0.485581792015351,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1302702,0.6222441592629154,0.37775584073708457,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1302801,0.6414435389988359,0.3585564610011641,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1302801,0.28173547935619314,0.7182645206438069,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1302900,0.18352561144439317,0.46479003230272264,0.3516843562528842,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1302900,0.6989079563182528,0.05958571676200381,0.24150632691974347,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1303007,0.0,1.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1303007,0.5016682113067655,0.49833178869323447,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1303106,0.02247582542033278,0.3935882916630368,0.5839358829166303,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1303106,0.46263290751931463,0.5373670924806854,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1303304,0.4193754799078577,0.5806245200921423,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1303304,0.2484557309540151,0.7515442690459849,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1303403,0.4637359254046446,0.4536857846586911,0.08257828993666431,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1303403,0.0,0.9954086317722681,0.004591368227731864,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1303502,0.2707563834912478,0.7292436165087522,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1303502,0.49905261623670016,0.5009473837632998,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1303601,0.31386525638077717,0.6861347436192228,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1303601,0.47912360479537,0.52087639520463,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1303700,0.26220241330579414,0.6558321556690945,0.08196543102511143,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1303700,1.0,0.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1303809,0.31129150459439653,0.29201195106826766,0.3966965443373358,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1303809,0.5766883116883117,0.05246753246753247,0.37084415584415586,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1303908,0.615874400348888,0.3841255996511121,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1303908,0.9439956501475842,0.0,0.05600434985241572,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1303957,0.3576144366197183,0.3019366197183099,0.3404489436619718,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1303957,0.4654205607476635,0.5345794392523364,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1304005,0.6011780353410602,0.372031160934828,0.026790803724111724,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1304005,0.6329241634437531,0.36707583655624687,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1304062,0.2896484375,0.698193359375,0.012158203125,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1304062,0.9618225005398402,0.023493845821636796,0.014683653638522998,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1304104,0.25764667464896046,0.6698595841950582,0.07249374115598128,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1304104,0.27201904349707856,0.7279809565029215,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1304203,0.39668225339568025,0.6033177466043198,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1304203,0.7702261010209926,0.22977389897900732,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1304237,1.0,0.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1304237,0.9653592128319181,0.03464078716808195,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1304260,0.0,1.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1304260,0.6468652295540562,0.3531347704459437,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1304302,0.5008418453249524,0.4959030194185655,0.003255135256482209,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1304302,0.4209013448311262,0.5790986551688738,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,AM,1304401,0.4389930369576861,0.15715050883770756,0.4038564542046063,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,AM,1304401,0.0,0.35404595404595407,0.6459540459540459,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RR,1400027,0.6323497267759562,0.3676502732240437,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RR,1400027,0.591820580474934,0.408179419525066,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RR,1400050,0.26112759643916916,0.0,0.7388724035608308,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RR,1400050,1.0,0.0,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RR,1400159,0.38673765730880927,0.6132623426911907,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RR,1400159,0.589387239418825,0.41061276058117496,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RR,1400175,0.5733202013569709,0.35926898664915735,0.06741081199387175,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RR,1400175,0.7872183617603706,0.053800800168456515,0.1589808380711729,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RR,1400209,0.5744503490674169,0.4255496509325831,0.0,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RR,1400209,0.9328358208955224,0.011100746268656717,0.056063432835820895,0.0,0,0,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RR,1400233,0.46471343028229256,0.5352865697177075,0.0,0.0,1,0,mayor,hybrid_vs_no_bvr_2016,,,,
2016,RR,1400233,0.14557088582283542,0.7200559888022395,0.13437312537492502,0.0,1,1,mayor,hybrid_vs_no_bvr_2016,,,,
2012,RR,1400282,0.45041133455210236,0.5495886654478976,0.0,0.0,1,0,mayor,hybrid_vs_no_bvr_2016,,,,
