year,state,municipality_id,pct_mayor_R,pct_mayor_C,pct_mayor_L,pct_mayor_IDK,treated_bvr_2016,gdp_pc,log_gdp_pc,gdp_split,gdp_median_cutoff,baseline_gdp_year,treat_bvr2016_x_2016
2012,RO,1101807,0.4044615103309563,0.5955384896690437,0.0,0.0,0,12049.616882301218,9.396788144413462,below_median,12884.130129618063,2012,0
2016,RO,1101807,0.47593020811435777,0.5240697918856422,0.0,0.0,0,12049.616882301218,9.396788144413462,below_median,12884.130129618063,2012,0
2012,AC,1200336,0.2589476179189381,0.37319269969187013,0.36785968238919176,0.0,0,7663.058527375708,8.944166468599558,below_median,12884.130129618063,2012,0
2016,AC,1200336,0.4365461007735731,0.0,0.563453899226427,0.0,0,7663.058527375708,8.944166468599558,below_median,12884.130129618063,2012,0
2012,AC,1200344,0.6675263271007952,0.3324736728992048,0.0,0.0,0,8047.057392996109,8.993061762343403,below_median,12884.130129618063,2012,0
2016,AC,1200344,0.21768982229402262,0.43760096930533116,0.3447092084006462,0.0,0,8047.057392996109,8.993061762343403,below_median,12884.130129618063,2012,0
2012,AC,1200351,0.0,0.390625,0.609375,0.0,0,7915.691331085102,8.976602312920912,below_median,12884.130129618063,2012,0
2016,AC,1200351,0.0,0.5651573716178907,0.43484262838210935,0.0,0,7915.691331085102,8.976602312920912,below_median,12884.130129618063,2012,0
2012,AC,1200435,0.0,0.5198279980888677,0.48017200191113235,0.0,0,7440.624382533097,8.914710046689333,below_median,12884.130129618063,2012,0
2016,AC,1200435,0.6978090119884249,0.0,0.302190988011575,0.0,0,7440.624382533097,8.914710046689333,below_median,12884.130129618063,2012,0
2012,AC,1200450,0.13870462845643586,0.46142952970112544,0.3998658418424387,0.0,1,12453.613755585779,9.42976612126797,below_median,12884.130129618063,2012,0
2016,AC,1200450,0.7026853306670475,0.2973146693329524,0.0,0.0,1,12453.613755585779,9.42976612126797,below_median,12884.130129618063,2012,1
2012,AC,1200708,0.0,0.588228584464469,0.411771415535531,0.0,1,8858.104453392632,9.089088076397433,below_median,12884.130129618063,2012,0
2016,AC,1200708,0.3861683848797251,0.19995704467353953,0.41387457044673537,0.0,1,8858.104453392632,9.089088076397433,below_median,12884.130129618063,2012,1
